_orig_index,text,clean_text_sample,text_sentiment
109,"#inflation, #stockmarketcrash, and the pending mortgage and housing crisis are a bigger threat to democracy than the "" #January6thInsurrection "" 

The economy matters to working-class Americans

#January6thCommitteeHearings #Jan6thHearings is partisan pornography","#inflation, #stockmarketcrash, and the pending mortgage and housing crisis are a bigger threat to democracy than the "" #January6thInsurrection "" The economy matters to working-class Americans #January6thCommitteeHearings #Jan6thHearings is partisan pornography",2
110,"#kpit 545_ was a good rate to accumulate n still down trend can be seen....

Accumulate for future returns...

#stockmarketcrash",#kpit 545_ was a good rate to accumulate n still down trend can be seen.... Accumulate for future returns... #stockmarketcrash,1
111,"#marketcrash #bearmarket #marketsentiment #speculate #pittrader #itterly #paulitterly

Are you READY to see March 2020 Lows again?",#marketcrash #bearmarket #marketsentiment #speculate #pittrader #itterly #paulitterly Are you READY to see March 2020 Lows again?,1
112,"#nifty50 #banknifty
#stockmarketcrash
#optiontrading
Nifty downside support 
15900 and 15400.",#nifty50 #banknifty #stockmarketcrash #optiontrading Nifty downside support 15900 and 15400.,1
113,"#nifty50 #stockmarketcrash 
What could have been the returns of @BJPLive @INCIndia , etc out of their billions of US$ in the guise of #FIIs (politician's money) inflow &amp; outflow over the last TWO years?","#nifty50 #stockmarketcrash What could have been the returns of <USER> <USER> , etc out of their billions of US$ in the guise of #FIIs (politician's money) inflow &amp; outflow over the last TWO years?",0
114,#stockmarketcrash,#stockmarketcrash,0
115,#stockmarketcrash #Cryptocrash #GyanVapiRow #GodiMediaDisaster4India,#stockmarketcrash #Cryptocrash #GyanVapiRow #GodiMediaDisaster4India,0
116,#stockmarketcrash #Cryptocrash Markets dumping in prep for USFeds 200 pt rate increase__,#stockmarketcrash #Cryptocrash Markets dumping in prep for USFeds 200 pt rate increase__,2
117,#stockmarketcrash #JoeBiden is literally trying to kill the American spirit! #uspoli #USA,#stockmarketcrash #JoeBiden is literally trying to kill the American spirit! #uspoli #USA,2
118,#stockmarketcrash #LICIPO The retailers who were enticed to become share holders have this big question: Will #LIC come up with a free 'reverse debentures' policy to convert their equities into debt so that they stay insured against Mr. Market and his gyrations?!,#stockmarketcrash #LICIPO The retailers who were enticed to become share holders have this big question: Will #LIC come up with a free 'reverse debentures' policy to convert their equities into debt so that they stay insured against Mr. Market and his gyrations?!,1
119,"#stockmarketcrash 
#LICIPO to panauti nikla",#stockmarketcrash #LICIPO to panauti nikla,0
120,#stockmarketcrash #LetsGoBrandon #FJB,#stockmarketcrash #LetsGoBrandon #FJB,0
121,#stockmarketcrash #RussiaUkraineCrisis #copper $GZD #tsxv,#stockmarketcrash #RussiaUkraineCrisis #copper <TICKER> #tsxv,0
122,"#stockmarketcrash #SEBI #nifty50 #sensex 
 market correction is going on.",#stockmarketcrash #SEBI #nifty50 #sensex market correction is going on.,0
123,#stockmarketcrash #StockMarket #OptionsTrading #stocktrading #SPY $SPY #AMC #GME,#stockmarketcrash #StockMarket #OptionsTrading #stocktrading #SPY <TICKER> #AMC #GME,0
124,#stockmarketcrash #bidenstockcrash ....this guy biden is destroying everything....except NATO that nobody gives a shit about,#stockmarketcrash #bidenstockcrash ....this guy biden is destroying everything....except NATO that nobody gives a shit about,2
125,"#stockmarketcrash #cryptocurrency Hey guys u wanna know something that really screwed EVRYONE over when the stock market crashed? Panicking, people in power made rash decisions with stocks after the crash, that were risky and hurt the economy.","#stockmarketcrash #cryptocurrency Hey guys u wanna know something that really screwed EVRYONE over when the stock market crashed? Panicking, people in power made rash decisions with stocks after the crash, that were risky and hurt the economy.",2
126,#stockmarketcrash #letsgobrandon,#stockmarketcrash #letsgobrandon,0
127,#stockmarketcrash #recession #inflation #BTC,#stockmarketcrash #recession #inflation #BTC,0
128,"#stockmarketcrash
@narendramodi @nsitharaman 
IS YOUR GOVT SERIOUSLY WORRIED ...
ABOUT
__
STOCK MARKET CRASHING...
FREE FALL CONTINUES  LAST 6 DAYS ...

COMMON PEOPLE ARE SELLING THEIR "" GOLD "" to Re- Pay their Debts....

ARE YOU REALLY WORRIED ?","#stockmarketcrash <USER> <USER> IS YOUR GOVT SERIOUSLY WORRIED ... ABOUT __ STOCK MARKET CRASHING... FREE FALL CONTINUES LAST 6 DAYS ... COMMON PEOPLE ARE SELLING THEIR "" GOLD "" to Re- Pay their Debts.... ARE YOU REALLY WORRIED ?",2
129,#stockmarketcrash ? BTFD,#stockmarketcrash ? BTFD,0
130,"#stockmarketcrash 

At this time Indian Equity market is not a cheap at all.

Interest Rate will go up. FD will be the Best and you will outperform Equity at least couple of Years. 

In Equity , Valuation Matters .","#stockmarketcrash At this time Indian Equity market is not a cheap at all. Interest Rate will go up. FD will be the Best and you will outperform Equity at least couple of Years. In Equity , Valuation Matters .",1
131,"#stockmarketcrash Buy Burka stock, stock symbol ""wehatewomen"".","#stockmarketcrash Buy Burka stock, stock symbol ""wehatewomen"".",0
132,"#stockmarketcrash Buy the ""Dip"" and hang on! Putin is! Told you, Russia,  always Wins!","#stockmarketcrash Buy the ""Dip"" and hang on! Putin is! Told you, Russia, always Wins!",1
133,#stockmarketcrash Don't worry folks. People like Nancy Pelosi will be just fine. They have insider trading secrets.,#stockmarketcrash Don't worry folks. People like Nancy Pelosi will be just fine. They have insider trading secrets.,1
134,"#stockmarketcrash
Everyone's portfolio is in red as of now._",#stockmarketcrash Everyone's portfolio is in red as of now._,0
135,"#stockmarketcrash 
Fed raises rates, to slowing loans, to will shrink job growth, to cutting jobs, to reducing wages, to bring down inflation.

I'm not the smartest person here, but it seems this isn't going to end well given how little we already make.","#stockmarketcrash Fed raises rates, to slowing loans, to will shrink job growth, to cutting jobs, to reducing wages, to bring down inflation. I'm not the smartest person here, but it seems this isn't going to end well given how little we already make.",1
136,"#stockmarketcrash
In the share market, it's all about taking risks... Don't worry Pals, things will get back to normal soon.
#stockmarkets","#stockmarketcrash In the share market, it's all about taking risks... Don't worry Pals, things will get back to normal soon. #stockmarkets",1
137,#stockmarketcrash Indian stock market __ just coz people have enough money to invest and get rich but no money for the poor who are suffering and that also don__ have food to eat,#stockmarketcrash Indian stock market __ just coz people have enough money to invest and get rich but no money for the poor who are suffering and that also don__ have food to eat,2
138,"#stockmarketcrash
Inflation's up / stocks down
Corporation's earnings up
Who's really getting hosed here?",#stockmarketcrash Inflation's up / stocks down Corporation's earnings up Who's really getting hosed here?,0
139,#stockmarketcrash Its a freakin Bloodbath out there.,#stockmarketcrash Its a freakin Bloodbath out there.,0
140,#stockmarketcrash Joe Biden is making the identical mistakes that Jimmy Carter made in the 70s. Reagan beat Carter in 1980 and was reelected with 49 states in 1984. History does repeat itself,#stockmarketcrash Joe Biden is making the identical mistakes that Jimmy Carter made in the 70s. Reagan beat Carter in 1980 and was reelected with 49 states in 1984. History does repeat itself,2
141,"#stockmarketcrash
Khatam, tata bye bye","#stockmarketcrash Khatam, tata bye bye",0
142,#stockmarketcrash Let__ face it.  Joe Biden has destroyed America. And all because evil people organized #2000Mules to steal the election from Donald Trump. The biggest conspiracy and theft in World history.,#stockmarketcrash Let__ face it. Joe Biden has destroyed America. And all because evil people organized #2000Mules to steal the election from Donald Trump. The biggest conspiracy and theft in World history.,2
143,"#stockmarketcrash
Lets go Brandon.  Lets go Brandon #LetsGoBrandon 
@POTUS killing the stock market.  What a failure Biden and @VP 
@SpeakerPelosi Dems crash the market destroying our portfolios.  Disgusting",#stockmarketcrash Lets go Brandon. Lets go Brandon #LetsGoBrandon <USER> killing the stock market. What a failure Biden and <USER> <USER> Dems crash the market destroying our portfolios. Disgusting,2
144,"#stockmarketcrash Markets have been falling in the order we believed. At this point both #NASDAQ100 #SP500 are down at least 10% =Correction territory- and #DowJones is about to enter Correction as well.
  Ultimately, all will fall 20% into a BEAR -MARKET.","#stockmarketcrash Markets have been falling in the order we believed. At this point both #NASDAQ100 #SP500 are down at least 10% =Correction territory- and #DowJones is about to enter Correction as well. Ultimately, all will fall 20% into a BEAR -MARKET.",1
145,#stockmarketcrash Never would happened if we didnt have #WeakAssBiden in office,#stockmarketcrash Never would happened if we didnt have #WeakAssBiden in office,0
146,"#stockmarketcrash Now do you believe, your eyes opened that Narendra Modi has only become to Ruin India, his Bad Governance, Bad Policies, only Tax collection, inflation will make all Beggars leaving Ambani, Adani?","#stockmarketcrash Now do you believe, your eyes opened that Narendra Modi has only become to Ruin India, his Bad Governance, Bad Policies, only Tax collection, inflation will make all Beggars leaving Ambani, Adani?",2
147,"#stockmarketcrash 
One more comes",#stockmarketcrash One more comes,0
148,"#stockmarketcrash

Pay 1L taxes per quarter and sebi just sits silent when the insiders masquerading as big bull rob money of retail investors",#stockmarketcrash Pay 1L taxes per quarter and sebi just sits silent when the insiders masquerading as big bull rob money of retail investors,2
149,"#stockmarketcrash Record high inflation; food shortages; sky high gas prices; people's savings GONE BIDEN'S AMERICA. THIS IS INTENTIONAL. Cloward-Piven comes to pass, ie. OVERLOAD system w/ UNSUSTAINABLE SPENDING TO DESTROY ECONOMY so as to impose total govt control. #marxism","#stockmarketcrash Record high inflation; food shortages; sky high gas prices; people's savings GONE BIDEN'S AMERICA. THIS IS INTENTIONAL. Cloward-Piven comes to pass, ie. OVERLOAD system w/ UNSUSTAINABLE SPENDING TO DESTROY ECONOMY so as to impose total govt control. #marxism",2
150,"#stockmarketcrash Robinhood 

We have a couple of generations of young, educated money mangers that were never taught the fundamentals of geopolitical risk.

#History101 Putin is a monster!","#stockmarketcrash Robinhood We have a couple of generations of young, educated money mangers that were never taught the fundamentals of geopolitical risk. #History101 Putin is a monster!",2
151,#stockmarketcrash Sell all ya stocks! Its going to be a long weekend. #StockMarket is NOT open on #MondayMorning!,#stockmarketcrash Sell all ya stocks! Its going to be a long weekend. #StockMarket is NOT open on #MondayMorning!,0
152,"#stockmarketcrash

Should I buy the dip? or wait until Russia Invades USA also?",#stockmarketcrash Should I buy the dip? or wait until Russia Invades USA also?,0
153,#stockmarketcrash Thanks Joe! #BidenIsAFailure #BidenWorstPresidentEver,#stockmarketcrash Thanks Joe! #BidenIsAFailure #BidenWorstPresidentEver,1
154,"#stockmarketcrash
The Dow sinks 825 points as US stocks enter 'bear market territory'",#stockmarketcrash The Dow sinks 825 points as US stocks enter 'bear market territory',0
155,"#stockmarketcrash 
This hashtag is trending but in my opinion every crash is a new fresh opportunity to invest for those who missed the rallies.
A popular quote was there by Stock Market itself :- 
""If you don't love me at my bottoms you don't deserve me at my HIGHS""
#trading","#stockmarketcrash This hashtag is trending but in my opinion every crash is a new fresh opportunity to invest for those who missed the rallies. A popular quote was there by Stock Market itself :- ""If you don't love me at my bottoms you don't deserve me at my HIGHS"" #trading",2
156,#stockmarketcrash Why tf is this shit trending EVERY day lately? __,#stockmarketcrash Why tf is this shit trending EVERY day lately? __,2
157,"#stockmarketcrash __here__ nothing out there right now with valuations under question, with interest rates rising, the direction of the economy is uncertain._","#stockmarketcrash __here__ nothing out there right now with valuations under question, with interest rates rising, the direction of the economy is uncertain._",1
158,"#stockmarketcrash 
bring it!!!

I want to see panic ..",#stockmarketcrash bring it!!! I want to see panic ..,2
159,#stockmarketcrash bulldozed petro dollars in india,#stockmarketcrash bulldozed petro dollars in india,0
160,#stockmarketcrash buy the dip: Famous last words,#stockmarketcrash buy the dip: Famous last words,0
161,#stockmarketcrash cry me a river. That__ what you get when you try to take rights away from 50% of the population #RoeVWade,#stockmarketcrash cry me a river. That__ what you get when you try to take rights away from 50% of the population #RoeVWade,2
162,#stockmarketcrash fcuk,#stockmarketcrash fcuk,0
163,#stockmarketcrash how does REVLON end up going down the tubes? did women stop buying lipstick?,#stockmarketcrash how does REVLON end up going down the tubes? did women stop buying lipstick?,2
164,#stockmarketcrash is actually #DiscountSALE!,#stockmarketcrash is actually #DiscountSALE!,0
165,"#stockmarketcrash is all becoz of Russian brutal war on Ukraine and world economy is paying for it as not only crude oil, gas prices has spiked up but even Russia is blackmailing  world by blocking all ports of Ukraine and stopping there food exports &amp; causing food insecurity.","#stockmarketcrash is all becoz of Russian brutal war on Ukraine and world economy is paying for it as not only crude oil, gas prices has spiked up but even Russia is blackmailing world by blocking all ports of Ukraine and stopping there food exports &amp; causing food insecurity.",2
